StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Gender,Age,Education,US state,Race/ethnicity,Migration,DHF_endorsement_1,DHF_endorsement_2,DHF_endorsement_3,DHF_endorsement_4,DHF_endorsement_5,DHF_endorsement_6,DHF_endorsement_7,DHF_endorsement_8,DHF_endorsement_9,DHF_endorsement_10,DHF_endorsement_11,DHF_endorsement_12,DHF_endorsement_13,DHF_endorsement_14,DHF_endorsement_15,DHF_endorsement_16,DHF_endorsement_17,DHF_endorsement_18,DHF_endorsement_19,DHF_endorsement_20,DHF_endorsement_21,DHF_endorsement_22,DHF_endorsement_23,DHF_endorsement_24,DHF_endorsement_25,DHF_endorsement_26,DHF_endorsement_27,DHF_endorsement_28,DHF_endorsement_29,DHF_endorsement_30,DHF_Norms_1,DHF_Norms_2,DHF_Norms_3,DHF_Norms_4,DHF_Norms_5,DHF_Norms_6,DHF_Norms_7,DHF_Norms_8,DHF_Norms_9,DHF_Norms_10,DHF_Norms_11,DHF_Norms_12,DHF_Norms_13,DHF_Norms_14,DHF_Norms_15,DHF_Norms_16,DHF_Norms_17,DHF_Norms_18,DHF_Norms_19,DHF_Norms_20,DHF_Norms_21,DHF_Norms_22,DHF_Norms_23,DHF_Norms_24,DHF_Norms_25,DHF_Norms_26,DHF_Norms_27,DHF_Norms_28,DHF_Norms_29,DHF_Norms_30,Reciprocity_1,Reciprocity_2,Reciprocity_3,Reciprocity_4,Reciprocity_5,Reciprocity_6,Self-construal_1,Self-construal_2,Self-construal_3,Self-construal_4,Self-construal_5,Self-construal_6,Self-construal_7,Self-construal_8,Self-construal_9,Self-construal_10,Self-construal_11,Self-construal_12,Self-construal_13,Self-construal_14,Self-construal_15,Self-construal_16,Self-construal_17,Self-construal_18,Self-construal_19,Self-construal_20,Self-construal_21,Self-construal_22,Self-construal_23,Self-construal_24,Dictator comp 1,Dictator comp 2,Q6_First Click,Q6_Last Click,Q6_Page Submit,Q6_Click Count,Dictator_decision,Ultimatum comp 1,Ultimatum comp 2,Q7_First Click,Q7_Last Click,Q7_Page Submit,Q7_Click Count,Ultimatum Receiver_1,Ultimatum Receiver_2,Ultimatum Receiver_3,Ultimatum Receiver_4,Ultimatum Receiver_5,Ultimatum Receiver_6,Ultimatum Receiver_7,Ultimatum Receiver_8,Ultimatum Receiver_9,Ultimatum Receiver_10,Ultimatum Receiver_11,Ultimatum Proposer_1,Ultimatum Proposer_2,Ultimatum Proposer_3,Ultimatum Proposer_4,Ultimatum Proposer_5,Ultimatum Proposer_6,Ultimatum Proposer_7,Ultimatum Proposer_8,Ultimatum Proposer_9,Ultimatum Proposer_10,Ultimatum Proposer_11,Ultimatum expect_1,Ultimatum expect_2,Ultimatum expect_3,Ultimatum expect_4,Ultimatum expect_5,Ultimatum expect_6,Ultimatum expect_7,Ultimatum expect_8,Ultimatum expect_9,Ultimatum expect_10,Ultimatum expect_11
09/05/2023 18:24,09/05/2023 19:01,IP Address,100,2250,TRUE,09/05/2023 19:01,R_2du67dYYNrJfvej,Man,22,Bachelor’s degree,Texas,Black or African American,I was born and raised in the USA,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,6,5,5,4,4,5,3½,"Describes me moderately
3
","Describes me very well
4
","Describes me moderately
3
","Describes me moderately
3
",2½,"Describes me moderately
3
",2½,3½,2½,"Describes me very well
4
","Describes me moderately
3
","Describes me moderately
3
",3½,3½,3½,"Describes me very well
4
",2½,3½,2½,3½,3½,3½,3½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,10.891,10.891,13.4,1,4,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,13.024,25.69,26.857,12,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,8,8,8,8,6,5,4,3,2,1,1,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 18:40,09/05/2023 19:02,IP Address,100,1358,TRUE,09/05/2023 19:02,R_2TZxzROUVXuVjuL,Man,63,"High school graduate, diploma or the equivalent (for example: GED)",Texas,White,I was born and raised in the USA,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,5,6,5,2,2,4,1½,"Doesn’t describe me at all
1
",3½,"Describes me a little
2
",2½,3½,1½,1½,"Describes me a little
2
","Describes me moderately
3
",4½,3½,"Describes me a little
2
","Describes me very well
4
",2½,1½,"Describes me a little
2
","Describes me moderately
3
",1½,2½,"Describes me very well
4
",3½,"Describes me very well
4
","Describes me a little
2
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,4.249,12.991,13.904,5,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,13.394,43.057,44.166,13,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,2,1,2,3,5,5,6,3,4,4,0,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 18:39,09/05/2023 19:03,IP Address,100,1399,TRUE,09/05/2023 19:03,R_aeLoIGmw9IyyNc5,Man,28,"Some college credit, no degree",New York,Black or African American,I was born and raised in the USA,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,"Applies to me perfectly
7
","Applies to me perfectly
7
","Applies to me perfectly
7
","Does not apply to me at all
1
","Does not apply to me at all
1
","Does not apply to me at all
1
","Describes me very well
4
",2½,"Describes me moderately
3
",1½,"Describes me exactly
5
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me moderately
3
","Describes me exactly
5
","Doesn’t describe me at all
1
","Describes me very well
4
","Describes me moderately
3
","Describes me a little
2
","Describes me exactly
5
","Describes me very well
4
","Doesn’t describe me at all
1
","Describes me moderately
3
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me a little
2
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,4.406,19.092,20.281,6,6,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,9.476,38.428,40.417,19,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,6,6,6,6,6,6,6,6,6,6,6,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 18:48,09/05/2023 19:11,IP Address,100,1414,TRUE,09/05/2023 19:11,R_2ayHkmWdYBjqhYD,Man,53,Bachelor’s degree,Texas,White,I was born and raised in the USA,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,6,6,6,3,3,3,"Describes me moderately
3
",2½,"Describes me very well
4
",3½,2½,"Describes me very well
4
",3½,"Describes me moderately
3
","Describes me very well
4
","Describes me a little
2
",3½,"Describes me a little
2
","Describes me a little
2
",3½,"Describes me moderately
3
",3½,"Describes me moderately
3
","Describes me moderately
3
",3½,3½,3½,3½,3½,3½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,33.133,33.133,34.618,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,19.307,55.2,56.583,13,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I reject,I reject,I reject,5,5,5,5,5,5,4,3,2,1,0,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:04,09/05/2023 19:13,IP Address,100,557,TRUE,09/05/2023 19:13,R_2dMDCOVUBr9zK4i,Man,25,Doctorate degree,Texas,Asian / Pacific Islander,"I was born and/or raised in the USA, but my family (parents or grandparents) immigrated to the USA from another country",Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Agree,Disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Disagree,Somewhat disagree,6,6,5,2,3,3,"Describes me very well
4
",1½,"Describes me very well
4
","Describes me a little
2
",3½,3½,3½,"Describes me a little
2
","Describes me very well
4
","Doesn’t describe me at all
1
","Describes me moderately
3
","Describes me a little
2
",2½,1½,"Describes me very well
4
","Describes me a little
2
","Describes me moderately
3
","Doesn’t describe me at all
1
",1½,"Describes me a little
2
","Describes me very well
4
","Describes me very well
4
","Describes me very well
4
","Describes me moderately
3
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,4.062,5.067,7.692,2,,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,6.304,13.452,14.672,12,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:03,09/05/2023 19:14,IP Address,100,621,TRUE,09/05/2023 19:14,R_2qlMTCn14yHjHJM,Woman,22,Bachelor’s degree,Texas,Hispanic or Latino,I was born and raised in the USA,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Agree,Agree,Somewhat disagree,Agree,Disagree,"Applies to me perfectly
7
","Applies to me perfectly
7
",5,"Does not apply to me at all
1
",5,4,4½,1½,"Doesn’t describe me at all
1
","Describes me moderately
3
","Describes me moderately
3
","Describes me moderately
3
","Describes me very well
4
","Describes me a little
2
",1½,"Describes me exactly
5
","Describes me exactly
5
","Doesn’t describe me at all
1
","Describes me very well
4
","Describes me moderately
3
",4½,"Doesn’t describe me at all
1
","Describes me a little
2
","Doesn’t describe me at all
1
",2½,"Doesn’t describe me at all
1
","Describes me exactly
5
","Describes me moderately
3
",4½,"Describes me exactly
5
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,10.281,10.281,11.302,1,0,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,8.784,15.312,16.501,11,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,6,7,8,9,10,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:03,09/05/2023 19:15,IP Address,100,717,TRUE,09/05/2023 19:15,R_DFQci92ccYveOA1,Man,24,Bachelor’s degree,Texas,Hispanic or Latino,I immigrated to the USA from another country,Agree,Somewhat disagree,Agree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,5,4,6,4,6,5,2½,"Describes me very well
4
","Describes me moderately
3
","Describes me very well
4
","Describes me very well
4
",2½,2½,"Describes me a little
2
","Describes me very well
4
","Describes me moderately
3
","Describes me moderately
3
","Describes me a little
2
","Describes me very well
4
","Describes me very well
4
","Describes me moderately
3
","Describes me very well
4
","Describes me moderately
3
","Describes me a little
2
","Describes me very well
4
","Describes me moderately
3
","Describes me a little
2
","Describes me moderately
3
","Describes me very well
4
",2½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,3.43,3.43,5.518,1,0,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,5.893,12.275,19.779,15,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 18:45,09/05/2023 19:16,IP Address,100,1857,TRUE,09/05/2023 19:16,R_3My4nkUCx0rYtRQ,Man,43,Bachelor’s degree,Texas,Black or African American,I was born and raised in the USA,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Agree,6,6,5,4,3,3,4½,"Describes me moderately
3
",2½,1½,4½,"Describes me a little
2
","Describes me very well
4
","Doesn’t describe me at all
1
","Describes me a little
2
","Describes me a little
2
","Describes me very well
4
","Describes me a little
2
","Doesn’t describe me at all
1
","Describes me a little
2
","Describes me very well
4
",1½,1½,"Doesn’t describe me at all
1
","Doesn’t describe me at all
1
",1½,4½,"Describes me exactly
5
","Describes me very well
4
","Describes me a little
2
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,2.762,12.198,15.162,9,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,8.414,34.938,36.102,21,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,0,1,1,4,5,6,6,5,5,7,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:04,09/05/2023 19:16,IP Address,100,725,TRUE,09/05/2023 19:16,R_WCJBqhUlwWESid3,Man,54,Master’s degree,New York,White,I was born and raised in the USA,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Strongly agree,Somewhat disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,5,6,5,"Does not apply to me at all
1
",3,3,3½,"Describes me a little
2
","Describes me moderately
3
",4½,"Describes me exactly
5
",3½,"Describes me very well
4
","Describes me moderately
3
","Describes me very well
4
","Describes me a little
2
","Describes me very well
4
",4½,"Describes me a little
2
",4½,"Describes me a little
2
","Describes me a little
2
","Describes me exactly
5
",1½,1½,"Describes me moderately
3
",4½,"Describes me exactly
5
","Describes me a little
2
","Describes me moderately
3
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,3.004,6.81,8.178,4,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,5.162,21.51,22.644,14,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,4,5,5,4,4,4,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:03,09/05/2023 19:16,IP Address,100,783,TRUE,09/05/2023 19:16,R_2QL0X0a1bSHMoXj,Man,32,Trade/technical/vocational training,Texas,White,I was born and raised in the USA,Strongly agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Agree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,5,5,5,2,2,2,"Describes me very well
4
","Describes me a little
2
",3½,1½,"Describes me moderately
3
","Describes me very well
4
",3½,"Describes me very well
4
","Describes me very well
4
","Describes me a little
2
","Describes me moderately
3
","Doesn’t describe me at all
1
",1½,"Doesn’t describe me at all
1
","Describes me very well
4
","Describes me a little
2
",4½,"Doesn’t describe me at all
1
",1½,1½,"Describes me very well
4
","Describes me moderately
3
","Describes me very well
4
",1½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,14.106,15.136,36.388,2,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,4.627,15.21,16.443,11,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,5,5,5,5,5,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:08,09/05/2023 19:17,IP Address,100,517,TRUE,09/05/2023 19:17,R_1QcnpWno4VJ4mUC,Man,25,Associate degree,Texas,White,I immigrated to the USA from another country,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,5,6,5,2,2,3,"Describes me very well
4
","Describes me a little
2
",3½,1½,"Describes me moderately
3
","Describes me moderately
3
",3½,"Describes me moderately
3
","Describes me very well
4
",1½,"Describes me moderately
3
",1½,1½,"Describes me very well
4
","Describes me a little
2
","Describes me moderately
3
","Describes me moderately
3
","Doesn’t describe me at all
1
",1½,1½,3½,2½,3½,"Describes me moderately
3
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,1.464,3.694,4.606,5,2,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,0.674,11.912,12.58,16,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,1,0,2,1,2,2,4,3,4,4,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
